"RERO13S47","RERO19S47","RERO25S47","RERO12S47","RERO18S47","RERO24S47","RERO14S47","RERO20S47","RERO26S47","wustlid","xgrouprr","RERO6S47","PARTYID1S46","RERO9S47","RERO15S47","RERO21S47","RERO10S47","RERO16S47","RERO22S47","ppgender","ppethm","ppeducat","PARTYID2S46","PARTYID3S46","IDEOL1S46","POLKNOW1S30","POLKNOW2S30","POLKNOW3S30","POLKNOW5S30","POLKNOW6S30","POLKNOW7S30","POLKNOW12S30","POLKNOW13S30","POLKNOW17S30","POLKNOW18S30","POLKNOW21S30","POLKNOW22S30","POLKNOW23S30","POLKNOW24S30","POLKNOW25S30","ATTS7S27","IDEFS48","RERO7S47","ppagect4","oct2015wt1","income6","treatment","treatment2","pid3","pot.handling.binary","tax.handling.binary","defense.handling.binary","pot.handling","tax.handling","defense.handling","pot.candidate.binary","tax.candidate.binary","defense.candidate.binary","pot.candidate","tax.candidate","defense.candidate","pot.rol","tax.rol","defense.rol","pot.rol.binary","tax.rol.binary","defense.rol.binary","pot.leadership","tax.leadership","defense.leadership","pot.leadership.binary","tax.leadership.binary","defense.leadership.binary","pot.gtd","tax.gtd","defense.gtd","pot.gtd.binary","tax.gtd.binary","defense.gtd.binary","female","other","black","hispanic","college","age","pid7","pid7.rev","ideology7","ideology7.rev","correct1","correct2","correct3","correct5","correct6","correct7","correct8","correct9","correct10","correct11","correct12","correct13","correct14","correct15","correct16","sum.correct","pot.attitudes","defense.attitudes","tax.attitudes"
"quite well","quite well","not too well","extremely well","not too well","not too well","extremely well","not too well","not too well",996746,"4","Disagree","Democrat","neither approve nor disapprove","disapprove","disapprove","somewhat unlikely","very likely","very unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Slightly liberal","Democrats","Don't know","six years","Don't know","Joseph Biden","two terms","life terms","John Roberts","funded by the personal income tax","Don't know","Don't know","conservatives","President","Democrat","Don't know","strongly agree","Disagree","Agree","30-44",1.45,"$100,000 or more","unilateral",1,"dem",,0,0,3,2,2,0,1,0,2,4,1,3,3,2,1,1,0,4,2,2,1,0,0,4,2,2,1,0,0,1,0,0,0,1,"30-44",2,-2,1,-1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,-1.70555555555556,2,-1,-1
,,,,,,,,,996747,,,,,,,,,,2,"White, Non-Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
"not too well","quite well","quite well","quite well","quite well","quite well","not too well","quite well","quite well",996748,"4","Neither Agree nor Disagree","Republican","disapprove","neither approve nor disapprove","neither approve nor disapprove","somewhat unlikely","somewhat likely","somewhat likely",1,"Other, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Moderate","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a confederation","conservatives","President","Democrat","was originally called the Bureau of the Budget","disagree","Neither Agree nor Disagree","Disagree","30-44",0.31,"$80,000-$99,999","unilateral",1,"gop",0,,,2,3,3,0,1,1,2,3,3,2,3,3,0,1,1,3,3,3,1,1,1,2,3,3,0,1,1,0,1,0,0,1,"30-44",-2,2,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4.29444444444444,-1,0,1
"quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well",996749,"1","Neither Agree nor Disagree","Democrat","strongly approve","disapprove","neither approve nor disapprove","very likely","somewhat unlikely","somewhat unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Very liberal","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","funded by the personal income tax","Medicare","a federation","conservatives","President","Democrat","is headed by the Secretary of the Treasury","strongly agree","Disagree","Strongly agree","18-29",1.71,"$50,000-$79,999","control",,"dem",1,0,,5,2,3,1,0,0,4,2,2,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,1,0,0,0,1,"18-29",3,-3,3,-3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,3.29444444444444,2,-1,-2
"not too well","quite well","quite well","not too well","quite well","quite well","not too well","quite well","quite well",996751,"6","Disagree","Republican","disapprove","strongly approve","approve","somewhat unlikely","very likely","somewhat likely",2,"White, Non-Hispanic","High school","Strong",,"Very conservative","Don't know","Don't know","eight years","Don't know","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","Refused","conservatives","President","Democrat","Don't know","strongly disagree","Strongly Agree","Agree","60+",0.85,"$10,000-$29,999","bilateral",0,"gop",0,1,1,2,5,4,0,1,1,2,4,3,2,3,3,0,1,1,2,3,3,0,1,1,2,3,3,0,1,1,1,0,0,0,0,"60+",-3,3,-3,3,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,-0.705555555555556,-2,2,-1
"Refused","not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well",996752,"4","Strongly Disagree","Republican","disapprove","strongly disapprove","disapprove","very unlikely","very unlikely","somewhat unlikely",2,"White, Non-Hispanic","Some college","Not Very Strong",,"Slightly liberal","Democrats","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Don't know","Don't know","conservatives","President","Democrat","Don't know","strongly disagree","Agree","Agree","60+",0.57,"$30,000-$49,999","unilateral",1,"gop",0,0,0,2,1,2,0,0,0,1,1,2,,2,2,,0,0,2,2,2,0,0,0,2,2,2,0,0,0,1,0,0,0,0,"60+",-2,2,1,-1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1.29444444444444,-2,1,-1
"not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well",996754,"3","Disagree","Democrat","disapprove","disapprove","disapprove","Refused","very unlikely","very unlikely",1,"White, Non-Hispanic","Some college","Not Very Strong",,"Don’t know","Don't know","Don't know","Don't know","Don't know","Joseph Biden","two terms","Don't know","Don't know","the benefit program for senior citizens","Don't know","Don't know","Don't know","Don't know","Democrat","Don't know","neither agree nor disagree","Agree","Neither Agree nor Disagree","45-59",0.16,"$30,000-$49,999","unilateral",1,"dem",0,0,0,2,2,2,,0,0,,1,1,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,"45-59",2,-2,,,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-5.70555555555556,0,1,0
"Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused",996755,"4","Disagree","Democrat","approve","neither approve nor disapprove","neither approve nor disapprove","somewhat likely","somewhat unlikely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Slightly conservative","Don't know","Don't know","four years","a veto","Joseph Biden","two terms","terms determined by the president","Don't know","funded by the personal income tax","aid to foreign countries","a unitary system","communists","President","Republican","Don't know","neither agree nor disagree","Agree","Neither Agree nor Disagree","30-44",0.37,"$50,000-$79,999","unilateral",1,"dem",1,,,4,3,3,1,0,0,3,2,2,,,,,,,,,,,,,,,,,,,0,0,0,0,1,"30-44",2,-2,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-6.70555555555556,0,1,0
"not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well",996756,"3","Neither Agree nor Disagree","Democrat","approve","approve","neither approve nor disapprove","somewhat likely","somewhat likely","somewhat likely",2,"Hispanic","Some college","Not Very Strong",,"Don’t know","Democrats","Don't know","four years","Don't know","John Boehner","three terms","terms determined by the president","Hillary Clinton","funded by the personal income tax","aid to foreign countries","Don't know","Don't know","Don't know","Democrat","is headed by the Secretary of the Treasury","strongly disagree","Neither Agree nor Disagree","Agree","18-29",1.67,"$10,000-$29,999","unilateral",1,"dem",1,1,,4,4,3,1,1,1,3,3,3,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,1,0,0,1,0,"18-29",2,-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8.70555555555556,-2,0,-1
,,,,,,,,,996757,,,,,,,,,,2,"Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,,,"30-44",,"$30,000-$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,"30-44",,,,,,,,,,,,,,,,,,,,,,,
"not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well",996758,"3","Disagree","Democrat","disapprove","strongly disapprove","disapprove","somewhat unlikely","very unlikely","very unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Liberal","Republicans","a two-thirds majority of one house of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","Antoni Scalia","funded by the personal income tax","education","a federation","conservatives","President","Democrat","Don't know","neither agree nor disagree","Strongly Disagree","Strongly agree","45-59",0.18,"$80,000-$99,999","unilateral",1,"dem",0,0,0,2,1,2,0,0,0,2,1,1,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,1,"45-59",3,-3,2,-2,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0.294444444444444,0,-2,-2
"quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well",996759,"6","Disagree","Independent","approve","disapprove","approve","somewhat likely","somewhat unlikely","somewhat likely",1,"White, Non-Hispanic","Some college",,"Republican Party","Slightly conservative","Democrats","a two-thirds majority of both houses of Congress","six years","Don't know","Joseph Biden","two terms","life terms","Antoni Scalia","the benefit program for senior citizens","Medicare","Don't know","liberals","President","Democrat","Don't know","agree","Agree","Agree","60+",0.17,"$10,000-$29,999","bilateral",0,"ind",1,0,1,4,2,4,1,0,1,3,2,3,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,0,"60+",-1,1,-1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,-0.705555555555556,1,1,-1
"Refused","Refused","not too well","Refused","Refused","extremely well","quite well","quite well","quite well",996760,"4","Strongly Disagree","Republican","strongly disapprove","disapprove","disapprove","very unlikely","somewhat unlikely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Moderate","Republicans","Don't know","six years","Don't know","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","Don't know","strongly disagree","Agree","Neither Agree nor Disagree","60+",0.26,"$100,000 or more","unilateral",1,"gop",0,0,0,1,2,2,0,0,0,1,2,2,,,2,,,0,,,4,,,1,3,3,3,1,1,1,0,0,0,0,1,"60+",-2,2,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,2.29444444444444,-2,1,0
,,,,,,,,,996761,,,,,,,,,,2,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,"strongly agree",,,"30-44",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,"30-44",,,,,,,,,,,,,,,,,,,,,2,,
"not well at all","not well at all","not well at all","not too well","not too well","not too well","not well at all","not well at all","not well at all",996762,"3","Neither Agree nor Disagree","Refused","neither approve nor disapprove","neither approve nor disapprove","neither approve nor disapprove","very unlikely","very unlikely","very unlikely",1,"Hispanic","Bachelor's degree or higher",,,"Very liberal","Republicans","a two-thirds majority of one house of Congress","four years","a veto","Don't know","any number of terms","terms determined by the president","John Roberts","Don't know","Medicare","Don't know","liberals","President","Democrat","was originally called the Bureau of the Budget","neither agree nor disagree","Neither Agree nor Disagree","Agree","30-44",0.37,"$10,000-$29,999","unilateral",1,,,,,3,3,3,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,1,1,"30-44",,,3,-3,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,-3.70555555555556,0,0,-1
"quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well",996763,"6","Strongly Disagree","Republican","approve","approve","approve","somewhat likely","somewhat likely","somewhat likely",1,"Hispanic","Some college","Strong",,"Very conservative","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","funded by the personal income tax","Medicare","Don't know","conservatives","President","Democrat","was originally called the Bureau of the Budget","disagree","Strongly Agree","Neither Agree nor Disagree","60+",1.09,"$100,000 or more","bilateral",0,"gop",1,1,1,4,4,4,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,1,0,"60+",-3,3,-3,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,3.29444444444444,-1,2,0
,,,,,,,,,996764,,,,,,,,,,2,"White, Non-Hispanic","Less than high school",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$30,000-$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,996951,,,,,,,,,,2,"Black, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
"not too well","not too well","not well at all","not too well","not too well","not well at all","not too well","not too well","not well at all",996952,"2","Disagree","Democrat","neither approve nor disapprove","neither approve nor disapprove","disapprove","somewhat likely","somewhat unlikely","very unlikely",2,"Hispanic","High school","Strong",,"Moderate","Republicans","Don't know","six years","a filibuster","Joseph Biden","two terms","two-year terms","John Roberts","funded by the personal income tax","Don't know","Don't know","conservatives","President","Democrat","Don't know","neither agree nor disagree","Agree","Agree","60+",6.96,"$10,000-$29,999","control",,"dem",,,0,3,3,2,1,0,0,3,2,1,2,2,1,0,0,0,2,2,1,0,0,0,2,2,1,0,0,0,1,0,0,1,0,"60+",3,-3,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,-0.705555555555556,0,1,-1
,,,,,,,,,996953,,,,,,,,,,1,"White, Non-Hispanic","Less than high school",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$30,000-$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
"Refused","not well at all","not well at all","Refused","not well at all","not well at all","Refused","not well at all","not well at all",996954,"2","Strongly Disagree","Independent","strongly disapprove","disapprove","Refused","Refused","somewhat unlikely","very unlikely",2,"White, Non-Hispanic","Some college",,"Republican Party","Slightly conservative","Refused","a two-thirds majority of one house of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","aid to foreign countries","Don't know","Don't know","President","Democrat","is the newest department of the federal government","strongly disagree","Strongly Agree","Neither Agree nor Disagree","60+",6.96,"$80,000-$99,999","control",,"ind",0,0,,1,2,,,0,0,,2,1,,1,1,,0,0,,1,1,,0,0,,1,1,,0,0,1,0,0,0,0,"60+",-1,1,-1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,-0.705555555555556,-2,2,0
,,,,,,,,,996955,,,,,,,,,,2,"White, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"60+",,"$30,000-$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,"60+",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,996956,,,,,,,,,,2,"Black, Non-Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"30-44",,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,"30-44",,,,,,,,,,,,,,,,,,,,,,,
"extremely well","quite well","quite well","extremely well","not too well","quite well","extremely well","not too well","quite well",996957,"2","Strongly agree","Democrat","strongly approve","disapprove","approve","very likely","somewhat unlikely","somewhat likely",1,"White, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Moderate","Republicans","a two-thirds majority of one house of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","Don't know","conservatives","President","Democrat","was originally called the Bureau of the Budget","agree","Neither Agree nor Disagree","Strongly agree","60+",0.47,"$100,000 or more","control",,"dem",1,0,1,5,2,4,1,0,1,4,2,3,4,3,3,1,1,1,4,2,3,1,0,1,4,2,3,1,0,1,0,0,0,0,1,"60+",2,-2,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,3.29444444444444,1,0,-2
"not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well",996958,"3","Strongly Disagree","Republican","neither approve nor disapprove","neither approve nor disapprove","approve","somewhat unlikely","somewhat unlikely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Conservative","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","is an arm of Congress","strongly disagree","Neither Agree nor Disagree","Disagree","60+",0.67,"$100,000 or more","unilateral",1,"gop",,,1,3,3,4,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,1,"60+",-3,3,-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.29444444444444,-2,0,1
"not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well",996959,"1","Strongly Disagree","Independent","neither approve nor disapprove","neither approve nor disapprove","neither approve nor disapprove","somewhat unlikely","somewhat likely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher",,"Republican Party","Conservative","Republicans","a simple majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","Don't know","Don't know","the benefit program for senior citizens","subsidies to farmers","Don't know","conservatives","President","Democrat","Don't know","strongly disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","30-44",1.25,"$100,000 or more","control",,"ind",,,,3,3,3,0,1,0,2,3,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,1,"30-44",-1,1,-2,2,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,-0.705555555555556,-2,0,0
"not well at all","quite well","quite well","not too well","quite well","not too well","not well at all","quite well","quite well",996960,"2","Strongly Disagree","Republican","disapprove","disapprove","neither approve nor disapprove","very unlikely","somewhat unlikely","somewhat likely",2,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Conservative","Democrats","Don't know","four years","a veto","Joseph Biden","two terms","Don't know","Don't know","funded by the personal income tax","aid to foreign countries","Don't know","socialists","President","Democrat","Don't know","strongly disagree","Agree","Neither Agree nor Disagree","30-44",0.66,"$80,000-$99,999","control",,"gop",0,0,,2,2,3,0,0,1,1,2,3,1,3,3,0,1,1,2,3,2,0,1,0,1,3,3,0,1,1,1,0,0,0,1,"30-44",-3,3,-2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,-5.70555555555556,-2,1,0
"Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused",996961,"6","Disagree","Democrat","approve","strongly disapprove","disapprove","somewhat likely","very unlikely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Liberal","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","was originally called the Bureau of the Budget","strongly agree","Disagree","Strongly agree","60+",0.16,"$80,000-$99,999","bilateral",0,"dem",1,0,0,4,1,2,1,0,0,3,1,2,,,,,,,,,,,,,,,,,,,0,0,0,0,1,"60+",3,-3,2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.29444444444444,2,-1,-2
"not too well","not too well","not too well","quite well","quite well","quite well","extremely well","quite well","quite well",996962,"3","Disagree","Independent","approve","disapprove","disapprove","somewhat likely","somewhat unlikely","very unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher",,"Republican Party","Slightly conservative","Democrats","a two-thirds majority of both houses of Congress","Refused","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","was originally called the Bureau of the Budget","agree","Agree","Agree","45-59",0.36,"$100,000 or more","unilateral",1,"ind",1,0,0,4,2,2,1,0,0,3,2,1,2,2,2,0,0,0,3,3,3,1,1,1,4,3,3,1,1,1,0,0,0,0,1,"45-59",-1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3.29444444444444,1,1,-1
